,lat,lng
276,40.53639,19.59611
277,40.59444,19.80667
278,40.8575,19.75528
279,41.24583,19.53472
280,41.81917,19.64028
281,42.21667,19.46667
282,42.3,19.58333
283,42.15,19.81667
284,42.1,19.53333
286,41.95,19.7
287,41.71667,19.95
288,41.78333,19.68333
289,41.53333,19.66667
290,41.50833,19.85
291,41.38333,19.7
292,40.92056,19.84694
293,40.72667,19.75722
294,40.5475,19.84806
295,40.45694,19.64361
296,42.37173,20.07301
297,-7.8,110.375
298,-7.35889,109.90306
299,-7.81444,110.92056
300,-4.0597,121.60556
301,-5.15,119.45
302,-8.0657,111.9025
303,-6.8976,112.0649
304,-8.0764,111.70641
305,1.0392,120.8169
306,-7.31917,110.19278
307,-7.55,110.81667
308,-7.24917,112.75083
309,-7.01667,113.86667
310,-7.6725,110.83806
311,-7.42639,111.02222
312,-7.71556,110.35556
313,-7.70623,114.00976
314,-5.1241,120.253
315,-8.7494,122.1961
316,-7.4478,112.7183
317,-5.6,106.55
318,-7.03333,110.38333
319,-6.81667,120.8
320,-0.43333,117.18333
321,-7.71139,110.01028
322,-7.38806,109.36389
323,-7.78333,113.21667
324,-7.7543,113.2159
325,-1.3959,120.7524
326,-7.8685,111.462
327,-3.78611,119.65222
328,-6.89193,109.38263
329,-6.9,109.68333
330,-6.7559,111.038
331,-7.65,112.9
332,-7.1568,113.4746
333,-0.86972,119.9
334,-1.76979,113.73126
335,-8.19389,111.10333
336,-7.6051,111.9035
337,-7.46667,112.43333
338,-8.5833,116.1167
339,-5.006,119.5727
340,-0.86291,134.06402
341,1.51667,124.88333
342,-7.975,112.63333
343,-3.5403,118.9707
344,-7.65667,111.33139
345,-7.5,110.225
346,-7.47056,110.21778
347,-7.63333,111.53333
348,-7.6298,111.5239
349,-8.1335,113.2248
350,-7.11667,112.41667
351,-8.53333,115.4
352,-7.70583,110.60639
353,-3.98333,122.5
354,-7.83333,112.01667
355,-7.59833,110.94444
356,-6.5924,110.671
357,-8.17211,113.69953
358,-7.0258,110.9195
359,-7.15389,112.65611
360,0.53333,123.1
361,0.5375,123.0625
362,-8.5435,115.3272
363,-8.8432,121.6623
364,-8.66667,115.21663
365,-6.8909,110.6396
366,-7.72639,109.00944
367,-5.55,120.18333
368,-6.8691,109.0378
369,-7.53306,110.59583
370,-7.91346,113.82145
371,-7.1502,111.8817
372,-6.9698,111.4186
373,-8.1,112.16667
374,-8.0983,112.1681
375,1.48333,125.15
376,-8.2325,114.35755
377,-7.88806,110.32889
378,-5.5475,119.9509
379,-7.39611,109.69611
380,-3.32444,114.59102
381,-3.41667,114.83333
382,-7.0455,112.7351
383,-1.16667,116.88333
384,-3.7,128.18333
385,-10.21667,123.6
386,-7.33278,110.48333
387,-7.40111,109.70083
388,-7.58861,109.71333
389,-6.991,110.1706
390,-6.1818,106.8223
391,-6.8686,109.1129
392,-7.7623,111.4761
393,-7.803,111.4822
394,-7.6321,111.3846
395,-5.477,122.6166
396,-8.4355,115.2437
397,-8.20972,114.21709
398,-8.7886,121.0005
399,0.89618,127.31016
400,-2.64647,140.77779
401,-6.707,111.3498
402,-8.46728,118.75259
403,0.12526,117.49603
404,-2.97841,120.11078
405,-0.86507,131.25152
406,0.60962,127.56981
407,1.31307,124.83404
408,-5.64301,132.74935
409,-7.83272,112.53751
410,-18.1492,49.40234
411,-22.81667,47.28333
412,-17.16667,49.3
413,-25.53333,45.48333
414,-21.36667,44.83333
415,-19.33018,48.97791
416,-25.03249,46.98329
417,-16.91667,49.58333
418,-16.1,45.31667
419,-14.26667,50.16667
420,-20.58333,48.53333
421,-21.74499,43.36055
422,-17.81667,44.91667
423,-23.51667,44
424,-23.58987,47.01539
425,-23.21667,47.71667
426,-19.56667,46.28333
427,-21.23034,48.34173
429,-24.98333,46.75
430,-17.48333,46.1
431,-23.53333,44.4
432,-22.40293,46.12576
433,-21.3,47.63333
434,-23.1,46.65
435,-17.38095,49.40826
436,-22.45,44.33333
437,-23.45,45.08333
438,-19.69787,44.54587
439,-18.25,44.13333
440,-19.86586,47.03333
441,-16.65,45.06667
442,-19.48333,48.56667
443,-14.90033,50.27876
444,-14.63333,47.75
445,-13.2,49.05
446,-16.46667,46.71667
447,-17.3,44.46667
448,-13.669,48.453
449,-16.5,49.5
450,-19.7,46.9
451,-18.95,46.95
452,-18.45,47.5
453,-19,48.9
454,-17.89086,48.44397
455,-17.37922,48.36441
456,-18.81991,49.06353
457,-18.80198,48.25968
458,-14.96255,48.08651
459,-15.14456,48.77951
460,-15.98786,48.71647
461,,
462,-18.13863,49.39203
463,-17.94053,49.14608
464,-14.65,49.65
465,-16.15,46.61667
466,-17.51667,48.95
467,-15.38352,49.56482
468,-16.21599,49.54834
469,-23.35739,45.93658
470,-22.8015,47.59827
471,-23.49348,47.44995
472,-24.67198,46.38428
473,-14.57295,48.77106
474,-19.75378,46.50238
475,-19.1789,45.38727
476,-23.036,43.815
477,-23.33162,43.66559
478,-16.95057,48.54738
479,-20.45661,46.78665
480,-20.527,44.368
481,-20.636,45.165
482,-21.436,44.182
483,-21.514,45.234
484,-18.31737,47.11616
485,-22.91751,44.52964
486,-24.696,44.746
487,-23.722,44.3799
488,-25.177,46.087
489,-25.174,45.06
490,-24.18333,45.38333
491,-25.38489,45.47921
492,-24.57984,47.07822
493,-18.1366,47.71191
494,-18.84018,46.04516
495,-18.12933,46.33321
496,-21.92009,46.68022
497,-21.22674,46.20964
498,-21.95216,47.46766
499,-21.9336,47.84987
500,-15.67936,46.81137
501,-15.66878,46.35062
502,-17.22802,46.81273
503,-17.14301,47.64676
504,-17.88026,44.22864
505,-17.74527,45.57054
506,-16.90156,49.89775
507,-13.34196,48.25779
508,41.66667,21.75
509,41.85417,22.44444
510,41.98028,21.06417
511,41.88413,21.58848
512,41.83439,20.88563
513,41.88278,22.50917
514,41.24056,20.59333
515,41.47408,22.64301
516,41.31744,22.56002
517,41.71556,21.77556
518,42,21
519,42.07666,21.0531
520,41.86956,21.95274
521,41.41667,22.66667
522,41.17799,20.67784
523,42.19806,21.82861
524,42,21.41667
525,42,21.32778
526,41.61,20.6
527,41.51671,21.94585
528,41.08934,21.01092
529,42.16964,22.11617
530,41.63333,22.46667
531,42.00306,22.17861
532,41.34514,21.55504
533,42,21
534,41.46722,21.12306
535,41.76226,22.88921
536,41.41486,22.88164
537,41.04197,21.45866
538,41.48456,22.09056
539,41.22097,21.20302
540,41.10833,21.37861
541,40.92789,21.4289
542,42.15639,21.58528
543,42.13333,21.73333
544,41.36667,21.26667
545,41.33611,21.33306
546,42.2,22.33333
547,41.49511,22.38359
548,41.9,22.41667
549,41.51267,20.95886
550,41.43306,22.01194
551,41.81758,22.23529
552,42.02079,22.5876
553,42.07238,21.12367
554,41.5775,21.94278
555,41.79601,20.90819
556,41.14166,22.50141
557,41.42579,21.45402
558,41.40613,22.24631
559,41.96722,22.76944
560,41.52444,20.52421
561,42.10361,21.38222
562,41.87148,22.28961
563,41.65056,21.66222
564,41.96722,20.98083
565,41.51361,21.21528
566,41.44056,22.72778
567,41.92361,20.91361
568,41.20306,22.57556
569,41.03143,21.33474
570,41.70306,22.85778
572,42.02639,21.56194
573,42.03083,21.44667
574,42.01528,21.44111
575,41.99451,21.58002
576,41.23333,22.7
577,41.75,21.93333
578,41.94889,21.50278
579,42.06086,21.31927
580,42.05,21.51667
581,42,21.38333
582,42.08333,22.2
583,41.13083,20.87028
584,41.89,21.32
585,41.7,22.2
586,41.83333,21.43333
587,42.05,21.41667
588,41.98806,21.45944
589,41.91237,21.68191
590,41.47849,20.55945
591,41.36,21.56
592,42.16649,21.97276
593,41.2732,20.94821
594,41.44167,22.04556
595,41.9622,22.4917
596,41.4426,22.5968
597,-9.51667,-43.6
598,-5.48333,-38.01667
599,-7.25,-42.33333
600,-9.40611,-38.21472
601,-9.96667,-41.53333
602,-9.41167,-40.49861
603,-6.86667,-44.3
604,-9.59056,-40.42667
605,-14.86611,-40.83944
606,-13.37028,-39.07306
607,-13.26806,-39.66278
608,-14.02139,-41.24806
609,-23.36667,-47.6
610,-12.41713,-41.77049
611,-12.43333,-38.96667
612,-13.63333,-41.31667
613,-12.36333,-44.97333
614,-12.96889,-39.26139
615,-13.63333,-41.13333
616,-13.38814,-44.19868
617,-13.29222,-39.81889
618,-12.28389,-40.49389
619,-12.7,-45.83333
620,-13.5853,-41.81624
621,-10.83444,-38.53583
622,-13.15194,-41.77278
623,-12.69056,-43.18417
624,-13.4425,-42.23889
625,-12.87,-39.85889
626,-13.035,-39.01444
627,-13.22861,-39.50472
628,-13.00845,-41.37237
629,-17.37389,-40.22056
630,-12.13611,-40.36
631,-13.25667,-39.57222
632,-13.85875,-40.08512
633,-13.53056,-39.97083
634,-13.51667,-39.78333
635,-15.24889,-40.24778
636,-17.16639,-40.33
637,-12.8,-40.8
638,-12.98639,-40.9725
639,-14.78556,-39.28028
640,-12.5275,-40.30694
641,-11.30417,-41.85583
642,-27.40361,-51.77306
643,-14.79364,-39.03949
644,-12.18528,-43.22056
645,-12.76722,-40.21167
646,-15.58071,-49.63623
647,-11.42889,-42.50278
648,-11.04833,-45.19306
649,-14.86,-39.65972
650,-12.26667,-38.96667
651,-10.5075,-39.01583
652,-12.67,-39.10194
653,-12.50583,-38.99861
654,-12.6975,-38.32417
655,-13.75,-40.2
656,-14.20361,-41.66528
657,-12.70167,-41.8275
658,-13.255,-43.41806
659,-12.91667,-38.6
660,-15.60963,-39.16508
661,-16.56667,-39.4
662,-12,-42
663,-14.2,-40.03333
664,-13.03028,-39.60472
665,-17.51944,-39.19556
666,-13.24972,-41.66361
667,-10.5,-48
668,-13.61944,-44.43278
669,-13.00306,-40.53056
670,-3.86778,-54.22
671,-29.34139,-52.97917
672,-9.74583,-41.88528
673,-17.535,-39.74194
674,-7.34008,-36.93209
675,-9.13458,-39.66849
676,-12.23208,-46.1146
677,-14.93336,-39.46252
678,-12.19965,-43.67617
679,29.95444,117.8775
680,37.06,115.15
681,36.9,114.86667
682,37.0237,113.45367
683,37.26588,111.21364
684,29.16667,120
685,38.10379,113.38865
686,35.01667,110.98333
687,30.89412,116.23087
688,39.31667,116.48333
689,36.78333,114.5
690,36.71584,110.62063
691,39.55912,113.18554
692,30.94522,118.81435
693,37.8,115.89
694,38.80269,113.41129
695,35.39008,111.30758
696,38.86,116.46
697,36.35583,114.92667
698,35.39125,110.71407
699,30.49893,116.16956
700,37.40303,112.72302
701,30.11875,116.25098
702,37.66667,112.25
703,36.76667,114.93333
704,32.04423,118.07545
705,29.85818,117.5827
706,39.45777,111.66906
707,30.48328,118.95604
708,36.81802,115.17047
709,37.39619,110.89311
710,37.51082,111.11778
711,36.33333,114.66667
712,35.14413,110.60928
713,36.86667,115.53333
715,30.23333,119.71667
716,37.68868,116.25958
717,30.68916,118.40431
718,30.31859,118.50412
719,36.96667,111.33788
720,35.48431,111.62825
721,31.28649,116.27459
722,39.65015,113.61002
723,29.89195,118.10553
724,30.57478,116.82635
725,37.35288,113.45132
726,39.2758,111.40704
727,39,115.66667
728,36.61279,115.28847
729,39.77938,114.0497
730,35.8088,112.90494
731,30.053,119.95
732,36.53333,114.78333
733,30.54635,119.96923
734,36.43656,110.69535
735,36.2,115.3
736,38.7,116.63333
737,38.89345,111.17913
738,30.63528,119.68667
739,31.91667,117.16667
740,42.38831,122.54469
741,42.01306,122.84694
742,42.73722,124.72222
743,41.25,122.66667
744,42.33028,122.01528
745,42.94194,123.96194
746,39.54833,116.71333
747,37.72858,112.47682
748,29.82418,118.34156
749,32.30825,118.29342
750,41.68751,121.65382
751,39.87534,20.00477
752,39.93167,20.20556
753,39.65889,20.18139
754,39.90778,20.35833
755,40.90028,20.71917
756,40.29583,20.01917
757,40.94444,20.03722
758,40.85667,20.0625
759,40.81917,20.72639
760,40.13,20.35028
761,40.9025,20.6525
762,41.685,20.42889
763,40.62917,20.06667
764,40.70583,20.69972
765,42.07694,20.42194
766,42.07806,20.34194
767,40.6025,21.01
768,42.08139,20.30833
769,41.1125,20.08222
770,40.50417,20.22722
771,41.61028,20.00889
772,42.34222,20.07083
773,41.39694,20.35361
774,41.03694,20.0125
775,40.74806,20.04083
776,40.57111,20.15
777,41.39083,19.655
778,40.4686,19.48318
779,41.07861,19.98889
780,42.58993,19.69082
781,40.69722,19.98028
782,41.68278,19.89333
783,41.3275,19.81889
784,42.46307,19.56224
785,41.68861,19.79639
786,41.10056,19.57306
787,42.06828,19.51258
788,41.34556,19.56722
789,41.81361,19.59389
790,40.65139,19.97778
791,41.07639,19.66528
792,41.43083,19.70889
793,42.04444,19.89972
794,41.04611,19.75111
795,42.015,19.40306
796,41.99694,19.6125
797,41.68389,19.71556
798,41.98929,19.52013
799,41.5775,19.69222
800,41.37917,19.6075
801,40.94194,19.705
802,41.78361,19.64361
803,40.43972,19.80722
804,42.01056,19.64028
805,41.21556,19.97139
806,40.43861,19.84444
807,42.21361,19.43639
808,41.18556,19.55694
809,40.63765,19.51055
810,42.33667,19.43417
811,41.47389,19.54917
812,41.47833,19.71778
813,40.71667,19.56667
814,41.32355,19.45469
815,41.95972,19.53417
816,40.70583,19.95222
817,41.91361,19.90917
818,41.46444,19.71972
819,19.88252,105.75805
820,21.78333,101.8
821,20.45,103.31667
822,19.72046,101.13548
823,19.46667,103.5
824,20.81667,104.15
825,19.70479,100.83458
826,18.37656,103.65791
827,,
828,18.5,101.5
829,18.94785,101.79884
830,21.86402,102.20075
831,21.75,102.33333
832,19.51372,103.27385
833,,
834,18.39471,101.50389
835,18.28749,104.1846
836,19.93573,101.06482
837,20.16667,101.5
838,20.05414,102.21188
839,20.89077,101.72765
840,20.69229,101.98368
841,18.4,101.18333
842,19.7025,101.33972
843,21.36005,101.98359
844,20.92056,102.13268
845,21.06711,102.37624
846,18.35234,104.92141
847,19.75768,103.65689
848,18.31795,103.99642
849,20.07205,101.43223
850,20.5,104
851,20.06257,103.84032
852,19.69815,101.49796
853,19.42952,103.15192
854,18.41161,105.02064
855,21.33209,101.99845
856,18.71397,103.71158
858,20.35359,101.73128
859,18.5,104.33333
860,,
861,18.3994,103.14065
862,,
863,,
864,18.87675,101.47001
865,19.66457,100.56103
866,19.56048,103.92355
867,19.25808,103.09067
868,19.27979,103.50898
869,,
870,19.62585,103.01856
871,19.93248,104.54561
872,20.36113,104.38887
873,18.493,104.46
874,20.1739,101.95155
875,21.38471,102.72594
876,21.66787,101.89396
877,22.19586,101.874
878,20.60171,104.28191
879,18.38197,103.09982
880,21.57,102.41
881,20.66,104.38
882,20.71,103.85
883,17.95851,105.29571
884,20,103.3
885,38.58333,68.16667
886,38.31408,69.03784
887,37.93337,68.74806
888,37.80396,69.64417
889,38.37078,71.45474
890,37.71485,68.83456
891,39.9142,69.00328
892,39,71
893,37.26206,68.13849
894,37.94487,71.55745
895,38.78257,69.87081
896,37.23634,69.09911
897,39.49524,67.60931
898,37.49219,69.40356
899,38.83333,69.33333
900,37.76627,68.80126
901,38.17023,73.96674
902,38.08333,70
903,37.91459,69.78454
904,37.865,68.85
905,37.58823,68.65886
906,38.35,69.96667
907,37.48974,71.55304
908,37.87136,68.92233
909,38.58333,71
910,37.40973,68.18644
911,39.96238,69.12966
912,37.49167,68.53106
913,38.53575,68.77905
914,38.09578,69.33998
915,38.30838,69.67672
916,39.18758,68.77032
917,40.18194,68.90756
918,40.28256,69.62216
919,40.29414,70.43122
920,40.12649,70.62526
921,40.21571,69.72867
922,39.2,70.8
923,39.4,69.8
924,38.7,68.42
925,38.84,71
926,37.8,70
927,39.65,68.78
928,37.1,72
929,38.375,69.32488
930,37.45111,68.63889
931,40.67151,69.49214
932,40.69364,70.3502
933,40.09876,69.496
934,40.10486,69.3311
935,36.99727,72.1091
936,37.70004,72.16748
937,37.20954,67.91996
938,38.176,69.56783
939,38.06667,68.68333
940,37.7036,69.65214
941,38.56187,68.81726
942,38.57386,68.74634
943,39.23491,70.35998
944,38.86145,68.81569
945,38.5299,68.54164
946,38.87272,70.08629
947,39.291,71.57632
948,38.35096,68.58544
949,38.55,69.3167
950,39.58333,35.33333
951,38.5,29.41667
952,39.09101,27.03236
953,39.79165,37.00195
954,38.91667,34.66667
955,37.23033,28.35571
956,37.82985,32.46777
957,38.83333,28.16667
958,39.09513,33.07989
959,38.54726,28.64976
960,38.16667,32.5
961,38.73695,35.49683
962,37.5485,35.39603
963,38.46219,27.09229
964,36.86204,34.65088
965,36.5,36.25
966,37.08333,37.33333
967,39.66667,31.16667
968,39.75,39.5
969,36.60498,34.30836
970,39.08333,40.83333
971,39.75,28
972,39.31927,26.69341
973,39.60111,26.40472
974,36.76984,31.90215
975,39.92063,32.85403
976,36.985,35.28809
977,37.23525,36.24596
978,38.36503,34.0142
979,37.08333,33.25
980,39.83333,33.75
981,40.86946,39.81255
982,41.25,36.33333
983,40.90858,37.68448
984,40.34417,26.68556
985,41.03508,28.98331
986,40.21051,32.24552
987,40.5,38.5
988,40.52975,33.49903
989,40.85489,34.80703
990,40.5,34.75
991,40.66667,33.41667
992,40.08333,26.83333
993,40.03328,27.05236
994,40.16667,29.08333
995,40.01933,32.33221
996,40.72619,35.8867
997,36.9554,35.21637
998,40.61939,35.87016
999,40.16502,32.63904
1001,37.00696,30.62051
1002,40.50905,34.85791
1003,41.0024,34.78243
1004,37.68774,36.82336
1005,38.87959,35.3554
1006,38.05761,32.54088
1007,37.94001,32.99828
1008,39.71613,36.97695
1009,38.68463,29.29455
1010,,
1011,,
1012,39.52907,28.65306
1013,36.71842,33.38718
1014,29.95444,117.8775
1015,30.29402,108.03296
1016,31.03777,108.85198
1017,26.99168,113.36062
1018,25.31085,112.8253
1019,30.01427,117.90309
1020,25.61667,110.66667
1021,28.69893,112.8022
1022,27.63885,112.77683
1023,29.74237,108.95305
1024,29.37537,107.70421
1025,26.75875,110.7086
1026,30.70576,108.40202
1027,28.29295,112.83308
1028,29.71139,118.3125
1029,30.95797,117.9626
1030,32.72132,118.96396
1031,30.49893,116.16956
1032,32.58162,116.79291
1033,32.04423,118.07545
1034,30.59944,117.90197
1035,24.58855,110.7801
1036,28.12833,112.36577
1037,30.48328,118.95604
1038,22.35,110.25
1039,27.30826,110.94926
1040,29.6518,111.752
1041,25.23247,112.53981
1042,29.52332,111.59428
1043,30.24451,108.81576
1044,30.66058,107.71383
1045,26.45,111.58333
1046,31.27264,108.37849
1047,30.15238,118.67569
1048,30.68916,118.40431
1049,30.66153,109.93676
1050,29.03188,106.25784
1051,31.28649,116.27459
1052,32.16336,116.17033
1053,26.91361,110.53583
1054,30.57478,116.82635
1055,26.6945,112.50454
1056,29.9307,110.20807
1057,30.11485,106.30792
1058,30.46011,117.4581
1059,30.86149,119.32504
1060,24.91894,110.86866
1061,29.706,107.39575
1062,24.90531,111.29101
1063,31.99496,117.57236
1064,21.7839,108.38369
1065,30.35275,109.50851
1066,30.25926,107.43225
1067,29.40693,110.92101
1068,29.95692,107.13537
1069,26.96461,112.61168
1070,23.41667,111.23333
1071,22.21667,109.91667
1072,29.56443,106.18899
1073,30.79596,110.27619
1074,29.1354,110.47412
1075,30.58928,117.01266
1076,29.99161,109.47571
1077,29.50443,109.39921
1078,-2,30
1079,-1.62917,29.63472
1080,-1.49984,29.63497
1081,-2.2246,29.79088
1082,-1.9494,29.9984
1083,-1.1295,30.3438
1084,-1.94995,30.05885
1085,-2.4798,28.9022
1086,-2.097,29.7513
1087,-2.476,28.9159
1088,-2.7147,29.4904
1089,-2.4846,28.9075
1090,-1.95199,30.06726
1091,-1.7077,29.2653
1092,-2.55661,29.74484
1093,-1.70278,29.25639
1094,-2.5805,29.716
1095,-2.15056,29.395
1096,-1.5105,29.6418
1097,-2.7358,29.7347
1098,-2.6257,29.5624
1099,-2.5665,29.7446
1100,-2.5574,29.7459
1101,-2.555,29.7182
1102,-2.3732,29.6797
1103,-2.2737,29.6661
1104,-2.3292,29.5675
1105,-2.3354,29.6621
1106,-2.4197,29.5869
1107,-2.43091,29.67526
1108,-1.7246,29.5992
1109,-1.5271,29.6673
1110,-1.6108,29.7933
1111,-1.6929,29.8617
1112,-1.7364,29.9791
1113,-1.4374,30.0458
1114,-1.5281,30.0022
1115,-1.7978,30.0917
1116,-1.8521,30.0657
1117,-1.9524,30.0761
1118,-1.9676,30.0573
1119,-1.5957,29.3777
1120,-1.6852,29.4658
1121,-1.6936,29.2446
1122,-2.0099,30.5179
1123,-2.0752,30.5231
1124,-2.0799,29.7525
1125,-2.2377,29.8848
1126,-2.2135,29.6542
1127,-2.2285,29.2199
1128,-2.5687,29.7595
1129,-2.583,29.7685
1130,-2.5846,29.7584
1131,-2.382,29.9248
1132,-1.31455,30.37242
1133,-1.50763,29.60662
1134,-1.99095,30.02127
1135,-1.68126,29.32932
1136,-2.57016,29.07535
1137,-1.93912,29.71805
1138,-2.51704,29.69603
1139,-2.6243,29.8205
1140,-1.6731,29.2802
1141,44.38605,19.10247
1142,44.42667,18.03778
1144,43.7826,19.29256
1145,44.66361,19.02028
1146,43.75944,19.08634
1147,42.71197,18.34362
1148,44.60639,17.85972
1149,44.61191,17.98552
1150,43.084,17.95995
1151,44.10748,19.29669
1152,43.93817,18.80079
1153,44.28237,17.08597
1154,44.29896,18.85532
1155,43.84864,18.35644
1156,44.7667,16.667
1157,43.61781,19.36719
1158,43.79894,19.00363
1159,43.82222,17.60917
