,lat,lng
1160,44.97991,16.71401
1161,44.99724,18.58464
1162,42.92333,17.61556
1163,44.41729,17.08288
1164,44.63498,18.8434
1165,42.9512,18.08702
1166,43.3829,17.59416
1167,44.90857,17.30135
1168,43.86556,18.04333
1169,44.61831,17.37204
1170,44.53251,16.77682
1171,44.22669,18.69274
1172,43.50464,18.44649
1173,44.13311,18.12292
1174,44.34954,17.1688
1175,44.34203,17.27059
1176,44.08161,18.95258
1177,44.87851,18.42764
1178,43.73333,18.28333
1179,43.16722,18.53528
1180,44.84456,18.01486
1181,43.71849,17.22515
1182,44.37389,16.38083
1183,44.94317,18.64673
1184,44.14361,17.4
1185,44.73179,18.08698
1186,44.96694,15.94306
1187,43.55712,19.07186
1188,43.49005,18.7475
1189,44.18455,19.33085
1190,45.14484,17.25453
1191,42.87645,18.42967
1192,44.75874,19.21437
1193,43.09472,18.17028
1194,44.77842,17.19386
1195,44,17.58333
1196,44.73333,17.4
1197,44.09717,16.58287
1198,44.72702,17.30748
1199,44.72453,17.32431
1200,44.13305,19.13545
1201,43.98667,19.44583
1202,39.63333,99.1
1203,39.3,98.93333
1204,36.9886,103.691
1205,38.27551,102.02752
1206,38.06667,102.6
1207,37.90447,102.7768
1208,38.63333,101.1
1209,38.5,100
1210,33.64086,102.06875
1211,37.92672,102.63202
1212,37.46657,102.89428
1213,37.47778,103.40806
1214,34.76667,104.2
1215,35.22694,103.67056
1216,34.76639,105.87833
1217,34.3883,106.14428
1218,34.68313,103.6165
1219,33.91734,104.88526
1220,33.2837,105.44058
1221,33.54164,105.17573
1222,34.08821,105.48471
1223,33.60599,106.228
1224,35.51035,102.92699
1225,35.0455,104.01783
1226,36.49562,107.15008
1227,36.64064,107.29694
1228,36.8201,107.31229
1229,25.59583,115.87796
1230,40.1077,93.9894
1231,40.27117,97.00909
1232,40.37857,97.07151
1233,28.4759,117.256
1234,23.0529,105.738
1235,34.5221,106.125
1236,34.1632,105.195
1237,39.2357,99.9967
1238,38.5249,100.426
1239,38.0542,102.523
1240,38.0497,102.593
1241,37.8682,102.736
1242,37.6586,102.837
1243,37.6509,103.17
1244,37.6284,103.018
1245,37.5469,103.735
1246,37.1099,102.982
1247,36.7184,103.646
1248,36.1658,103.457
1249,35.8874,103.214
1250,35.587,106.474
1251,35.4728,108.172
1252,35.3412,106.972
1253,35.1999,106.696
1254,35.1383,106.442
1255,35.1356,106.085
1256,35.0581,107.207
1257,35.0085,107.772
1258,35.1765,104.264
1259,35.0508,104.171
1260,37.0061,103.69
1261,26.91667,86.66667
1262,27.66667,87.83333
1263,27.91667,84.25
1264,28,83.83333
1265,26.66667,87.16667
1266,27.75,86.75
1267,26.75,86.33333
1268,27.25,86
1269,27,85.58333
1270,26.58333,86.75
1271,27.58333,87.33333
1272,27.66667,83.41667
1273,27,85.33333
1274,28.16667,85.33333
1275,27.41667,86.08333
1276,28.08333,82.83333
1277,27.33333,84.83333
1278,28.41667,83.66667
1279,27.16667,87.83333
1280,27.75,83.66667
1281,27.33333,86.41667
1282,27.91667,85.25
1283,27.66667,83.91667
1284,28.58333,83.33333
1285,26.66667,87.5
1287,26.91667,85.83333
1288,28.25,84.41667
1289,27.58333,85.33333
1290,27.70704,85.33218
1291,28.33333,84
1292,27.66667,82.91667
1293,28.83333,80.33333
1294,28.75,80.91667
1295,27.58333,85.66667
1296,26.58333,87.91667
1297,26.91667,87.91667
1298,28.08333,83.33333
1299,28.33333,84.83333
1300,29.25,80.91667
1301,27.83333,86.25
1302,27,87.33333
1303,28,84.91667
1304,29.91667,80.75
1305,28.11681,82.31712
1306,29.25,80.41667
1307,27.58333,84.5
1308,27.66734,85.41673
1309,28.33333,81.41667
1310,27.08333,85.08333
1311,28.16667,81.83333
1312,29.5,80.58333
1313,28.41667,83.16667
1314,27.91667,83.08333
1315,27.82936,85.54504
1316,26.83,86.01
1317,28.51746,81.7787
1318,27.15,87.55
1319,10.2353,-1.28419
1320,10.99452,-1.56889
1321,10.35935,-1.33251
1322,10.39448,-2.06771
1323,5.77385,0.67201
1324,10.33333,-2.25
1325,10.75,-0.75
1326,10.87645,-1.97911
1327,5.0986,-2.90975
1328,10.72303,-1.72987
1329,10.93639,-1.52222
1330,6.46012,-1.77788
1331,10.62209,-1.56861
1332,10.99327,-1.1134
1333,5.87549,-1.52216
1334,9.5,-1
1335,10.81025,-1.42734
1336,9.48866,-1.95574
1337,9.06667,-1.6
1338,9.4041,-1.99664
1339,10.86019,-1.6712
1340,10.93318,-1.60087
1341,10.33027,-1.083
1342,10.96491,-1.33608
1343,10.84525,-1.34387
1344,10.73333,-1.56667
1345,10.38741,-2.33311
1346,10.29818,-1.96824
1347,10.43333,-1.33333
1348,9.74699,-2.11502
1349,10.57135,-1.40377
1350,10.78556,-0.85139
1351,5.9741,-1.22171
1352,10.79758,-1.5622
1353,7.61014,-2.90513
1354,4.89947,-2.26919
1355,10.05192,-1.88313
1356,10.56806,-0.52237
1357,8.64959,-0.98431
1358,10.26667,-1.25
1359,10.34104,-2.38136
1360,10.70514,-2.108
1361,9.92933,-1.86848
1362,10.70489,-1.75388
1363,10.71667,-0.8
1364,10.73472,-1.29056
1365,9.27324,-2.41346
1366,10.91667,-0.51667
1367,8.9242,-1.32349
1368,9.08333,-1.81667
1369,10.35,-0.8
1370,10.58232,-2.2879
1371,10.9589,-1.1133
1372,10.39158,-2.33412
1373,10.23304,-1.28184
1374,44.44929,18.64978
1375,44.63472,16.17528
1376,44.18183,18.94096
1377,43.58338,18.79106
1378,44.24352,17.57499
1379,44.22861,17.31472
1380,44.35521,17.9337
1381,43.11333,17.72
1382,43.79491,18.09549
1383,44.70819,18.48834
1384,44.90061,15.96267
1385,44.53135,18.7584
1386,44.76652,15.95567
1387,44.29548,16.30307
1388,43.47281,17.32621
1389,44.90105,18.59185
1390,43.34333,17.80806
1391,43.82695,17.00746
1392,43.3829,17.59416
1393,44.12702,17.94282
1394,44.07547,17.86206
1395,44.16707,17.53709
1396,44.34203,17.27059
1397,44.87485,15.78256
1398,42.95545,17.81376
1399,43.96668,18.05504
1400,42.92795,18.35128
1401,43.66795,18.97564
1402,43.29493,17.85669
1403,44.14361,17.4
1404,45.09944,16.43667
1405,44.05722,17.45083
1406,43.09938,17.71512
1407,44.54966,16.57805
1408,43.84041,18.25789
1409,43.92121,18.31439
1410,44.38543,17.33326
1411,44.12824,17.23722
1412,44.14487,16.78324
1413,44.23978,18.70348
1414,44.81338,16.32731
1415,44.84741,16.59109
1416,44.25083,17.59861
1417,43.11389,17.70361
1418,42.955,17.75167
1419,44.52299,18.59468
1420,43.89252,18.32926
1421,45.03139,15.91444
1422,43.9947,17.26267
1423,44.04762,17.52664
1424,44.76889,15.99083
1425,43.99778,19.31583
1426,43.65126,17.96082
1427,43.74398,17.8455
1428,43.66028,17.76167
1430,-20.20726,-65.49521
1431,-22.08659,-65.59422
1432,-16.97418,-65.42097
1433,-19.79498,-65.50577
1434,-18.57808,-66.87726
1435,-18.46718,-66.5701
1436,-21.44345,-65.71875
1437,-20.1,-66.58333
1438,-19.20076,-65.55153
1439,-17.08333,-69.26667
1440,-16.82615,-63.48007
1441,-14.56667,-64.83333
1442,-18.09443,-64.58287
1443,-18.8069,-65.51178
1444,-16.84737,-64.78168
1445,-17.65,-62.75
1446,-21.88682,-64.71321
1447,-17.23333,-62.81667
1448,-17.94101,-65.34016
1449,-17.11876,-63.231
1450,-17.05,-67.66667
1451,-15.19275,-64.75887
1452,-17.63333,-65.78333
1453,-17.22554,-63.21167
1454,-19.22001,-65.8229
1455,-20.81724,-65.66087
1456,-17.2891,-63.85134
1457,-17.58777,-65.93253
1458,-19.58794,-65.5618
1459,-15.81667,-67.55
1460,-20.00808,-65.65413
1461,-19.55293,-65.45395
1462,-11.01021,-66.2134
1463,-20.77015,-64.67967
1464,-20.59394,-65.01999
1465,-21.28397,-65.27215
1466,-18.90659,-65.22677
1467,-19.027,-64.30524
1468,-19.16573,-64.68875
1469,-19.23331,-65.25679
1470,-17.01,-63.2322
1471,-17.40789,-63.73335
1472,-17.99472,-63.38417
1473,-22.7325,-64.3427
1474,-16.83333,-62.8
1475,-17.50136,-63.16289
1476,-17.40278,-63.885
1477,-15.0382,-64.54916
1478,-13.75472,-65.57757
1479,,
1480,-16.56113,-67.95311
1481,23.52604,77.81092
1482,23.18239,75.77643
1483,24.74327,78.83061
1484,24.4038,81.87954
1485,25.66472,76.69616
1486,23.42637,76.27775
1487,23.29356,81.3619
1488,22.08503,79.55037
1489,23.2,77.08333
1490,24.57726,80.82719
1491,24.75,81.5
1492,23.33033,77.7811
1493,24.72094,80.18772
1494,26.49892,77.99534
1495,24.07184,75.06986
1496,21.82292,75.61394
1497,23.8395,80.40539
1498,22.76772,74.59087
1499,22.71792,75.8333
1500,22.74747,77.72736
1501,26.22983,78.17337
1502,24.55464,77.20082
1503,22.94141,81.07975
1504,21.46667,77.55
1505,22.96585,76.05526
1506,23.83312,79.4419
1507,23.04179,79.48311
1508,23.5,77.41667
1509,26.5,78.75
1510,21.90056,77.90229
1511,22.19121,77.26719
1512,21.8156,80.18845
1513,24.57578,77.73123
1514,24.19973,82.67535
1515,24.47,74.87
1516,22.31384,74.36452
1517,22.73838,78.85388
1518,23.88895,79.39166
1519,21.82315,79.13764
1520,24.17069,77.58958
1521,25.22626,80.37896
1522,21.61584,76.09929
1523,21.53128,76.17077
1524,24.85325,78.1552
1525,24.31956,78.96968
1526,24.72139,81.6585
1527,24.67658,81.97341
1528,23.28571,80.03115
1529,23.22921,74.72323
1530,22.5839,75.64596
1531,21.74828,80.80385
1532,28.04172,84.35271
1533,28.09596,83.87243
1534,28,83.83333
1535,27.75,86.75
1536,27.25,86
1537,27.66667,83.41667
1538,28.75,82.58333
1539,28.16667,85.33333
1540,27.88924,83.4643
1541,27.75,83.66667
1542,27.33333,86.41667
1543,27.66667,83.91667
1544,28.25,84.41667
1545,27.70704,85.33218
1546,29.25,81.83333
1547,27.58333,85.66667
1548,29.27528,82.18333
1549,28.83333,82.25
1550,28.33333,84.83333
1551,27.83333,86.25
1552,28,84.91667
1553,29.91667,80.75
1554,28.83333,81.66667
1555,27.58333,84.5
1556,27.01709,84.8808
1557,29.66667,81.25
1558,29.5,80.58333
1559,29.30915,80.91534
1560,29.05977,82.31335
1561,27.82936,85.54504
1562,28.51746,81.7787
1563,27.61,85.5832
1564,28.43077,81.72723
1565,27.0059,84.862
1566,28.7078,82.181
1567,29.1465,81.6209
1568,27.68872,84.44722
1569,27.85628,84.56437
1570,29.28665,80.58091
1571,29.67342,80.54826
1573,28.1161,84.0955
1574,27.41187,85.14203
1575,29.52376,80.49687
1576,27.20899,84.70703
1577,29.43905,80.63841
1578,28.37531,82.16952
1579,27.3009,86.00572
1580,27.32207,86.05913
1581,27.08446,85.11327
1582,2,99
1583,4,97
1584,-7.8008,110.34393
1585,-9,120
1586,-2.75,103.83333
1587,-1,100.5
1588,0,102
1589,1.25,124.83333
1590,-4.3935,122.2149
1591,-0.9166,122.3538
1592,-4.33333,120.25
1593,0.5005,101.749
1594,-8.65738,121.07937
1595,-8.74,117.5333
1596,-3.23846,130.14527
1597,-5,105
1598,0.5,116.5
1599,-2,113.5
1600,-2.5,115.5
1601,0,110.5
1602,-7.7394,112.5099
1603,-7.5,110
1604,-6.75,107.5
1605,-7.49167,110.00444
1606,-1.5,103
1607,-6.2182,106.8584
1608,-6.21462,106.84513
1609,-4.75,138
1610,-5,120
1611,-3.79965,102.26683
1612,-8.33333,115
1613,-8.5,115
1614,-6.5,106.25
1615,0.693,122.4704
1616,-2.66667,106.66667
1617,0.62621,127.84241
1618,-6.92833,107.56389
1619,-6.40611,106.31389
1620,-0.86531,134.06118
1621,-2.5,119.3333
1622,0.63333,107.01868
1623,-7.49944,110.80611
1624,-6.91278,107.58417
1625,-2.22417,120.2124
1626,-7.382,112.6839
1627,-3.8932,119.8266
1628,-7.408,107.1333
1629,3.35989,116.53198
1630,9.0373,38.835
1631,6.97444,45.34083
1632,9.73333,37.2
1633,11.8277,39.59164
1634,11.21667,38.25
1635,10.05,39.78333
1636,8.58333,35.81667
1637,8.78333,38.71667
1638,7.68333,39.25
1639,8.55,39.26667
1640,,
1641,13.49667,39.47528
1642,4.05,38.3
1643,9.64808,39.36567
1644,6.74,44.27806
1645,9.53333,38.1
1646,7.54978,37.85374
1647,14.29059,36.60808
1648,9.31387,42.11815
1649,8.3443,36.08654
1650,11.5,39.15
1651,9.44778,42.34306
1652,9.39927,39.27024
1653,8.25,34.58333
1654,7.89139,46.85083
1655,4.17861,42.05889
1656,6.98333,39.18333
1657,9.59306,41.86611
1658,11.13333,39.63333
1659,8.22056,43.55722
1660,10.35,37.73333
1661,8.18333,34.85
1662,11.59364,37.39077
1663,8.7,38.61667
1664,8.25611,44.15667
1665,10.06667,34.53333
1666,7.95,39.13333
1667,11.56838,41.43869
1668,14.12109,38.72337
1669,14.277,39.462
1670,9,38.75
1671,8.89643,38.78908
1672,9.03336,38.73158
1673,8.98311,38.81009
1674,9.06809,38.74206
1675,9.0141,38.70539
1676,7,38.5
1677,42.03314,42.14437
1678,41.99556,41.77861
1679,42.1,45
1680,41.69411,44.83368
1681,41.9096,42.06693
1682,42.65879,45.15632
1683,42.16667,42.35
1684,42.10495,42.30055
1685,41.6432,42.44278
1686,41.95493,45.81716
1687,41.92442,42.00682
1688,42.03459,41.94252
1689,42.46194,43.09183
1690,42.01642,42.03095
1691,42.08417,41.95793
1692,42.07733,42.08201
1693,41.86274,43.93425
1694,41.80316,41.87481
1695,41.97489,42.21188
1696,41.99998,43.4999
1697,41.67899,45.69224
1698,41.90593,44.09823
1699,42.56328,42.965
1700,41.911,41.76988
1701,42.02003,42.24114
1702,42.4737,44.92124
1703,41.69264,45.85738
1704,41.84988,42.33633
1705,41.66667,42
1706,41.51667,44.51667
1707,41.75,45.71667
1708,41.96667,42.2
1709,42.16667,42.98333
1710,42.32,44.14
1711,42.28333,44.75
1712,42.63333,43.13333
1713,42.70076,42.21496
1714,41.58333,43.26667
1716,41.91667,45.48333
1717,42.03272,45.20402
1718,41.73494,45.3241
1719,42.60566,42.07695
1720,41.91188,41.76831
1721,41.89257,46.37398
1722,41.99945,42.25041
1723,,
1724,11,78.33333
1725,22.75,71.66667
1726,9.51272,77.63369
1727,22.33333,70.83333
1728,9.01956,76.92261
1729,30,80.25
1730,9.53333,77.2
1731,9.22504,76.85045
1732,10.41667,76.5
1733,8.32,77.34
1734,23.58333,70
1735,22.58827,77.98887
1736,22.11667,78.8
1737,21.83333,77.83333
1738,24.25,72.5
1739,29.77532,80.34668
1740,21.13556,70.79667
1741,35.91341,-79.05199
1742,9.85,77.42
1743,22.9864,71.4613
1744,8.43501,77.45153
1745,8.7927,77.57409
1746,29.73407,80.27429
1747,22.48974,78.22875
1748,22.5151,78.45554
1749,22.39486,78.08646
1750,8.81061,77.13658
1751,8.95687,76.85274
1752,8.60399,76.98574
1753,8.42919,77.45037
1754,8.48875,77.24725
1755,,
1756,9.39064,77.32034
1757,8.3543,77.34334
1758,8.64722,77.16667
1759,23.78492,92.46939
1760,33.43355,78.47771
1761,34.16757,77.5906
1762,23.60169,92.42088
1763,8.95,77.06667
1764,9.06969,76.8981
1765,-19.16667,46.73333
1766,-18.85,47.55
1767,-18.85,47.38333
1768,-19.06667,46.68333
1769,-20.28869,44.31782
1770,-19.03333,47.78333
1771,-18.83333,47.4
1772,-20,47
1773,-18.91667,47.46667
1774,-16.78333,46.83333
1775,-18.01667,48.1
1776,-19.86667,47.33333
1777,-19.23333,46.56667
1778,-17.78333,49.5
1779,-18.85,47.48333
1780,-18.91368,47.53613
1781,-18.93333,47.5
1782,-17.88333,46.23333
1783,-25.48333,45.33333
1784,-22.28333,44.51667
1785,-25.01667,44.26667
1786,-18.93333,47.51667
1787,-18.96667,47.75
1788,-18.88333,47.51667
1789,-18.83333,47.41667
1790,-19.9,46.86667
1791,-19.76667,47.55
1792,-18.78333,48.6
1793,-18.9,47.51667
1794,-18.86667,47.43333
1795,-19.55,47.58333
1796,-18.91667,47.51667
1797,-18.818,47.43382
1798,-18.9,47.46667
1799,-20.26667,47.4
1800,-24.33333,45.95
1801,-18.45,47.5
1802,-21.06814,47.15172
1803,-18.81792,47.43613
1804,-18.91518,47.50666
1805,-18.87268,47.5076
1806,-3.39534,29.13779
1807,-3.16667,28.25
1808,-9,26
1809,2.81299,25.23038
1810,-0.66667,28.75
1811,2.16581,30.6418
1812,1.42596,27.61642
1813,2.22326,30.79461
1814,2.29993,30.99181
1815,-4.69591,28.64744
1816,-2,29.16667
1817,0.51528,25.19099
1818,-2.29011,28.79105
1819,-0.03611,29.71361
1820,-5.94749,29.19471
1821,2.5,27
1822,-1.67409,29.22845
1823,-4.30241,28.94197
1824,0.2,18.93333
1825,2.96424,24.14063
1826,1.75792,30.54298
1827,1.55941,30.25224
1828,2.49346,23.30439
1829,-2.49077,28.84281
1830,-1.34916,24.08603
1831,0.49113,29.47306
1832,1.54408,25.32784
1833,1.00726,27.16095
1834,2.37564,20.18458
1835,-10,28
1836,-10.75092,28.27301
1837,4.34283,18.59447
1838,3.65332,18.63566
1839,4.97673,19.89513
1840,3.25651,19.77234
1841,4.56409,19.93202
1842,0.91667,29.16667
1843,2.90867,27.79241
1844,4.19919,22.54999
1845,-1.58396,28.1084
1846,-8.81307,26.31452
1847,58,39.5
1848,51,40.5
1849,49,44
1850,54,48
1851,57,53
1852,57.00964,35.00488
1853,54,37.5
1854,55.33333,51
1855,45,44
1856,51.5,47
1857,53,50
1859,59,57
1860,58.5,32.5
1861,68,34
1862,55.76167,37.60667
1863,55.75222,37.61556
1864,52.5,39
1865,59.91667,30.25
1866,51.5,36
1867,44.98811,38.97675
1868,58,50
1869,54.5,35.5
1870,54.75,21.5
1871,56,45
1872,55.5,47
1873,53,33.5
1874,50.75,37.5
1875,54,56
1876,64,44
1877,56,40.5
1878,57.33333,68.5
1879,58,62
1880,55,80
1881,58,93
1882,55,86
1883,54,60.5
1884,45,135
1885,55,134
1886,56,106
1887,14.6167,120.9833
1888,14.67542,120.96499
1889,14.58947,120.99141
1890,14.6753,120.9389
1891,14.53333,121.06667
1892,14.55083,120.99917
1893,14.65,120.95
1894,14.6,120.9833
1895,14.6488,121.0509
1896,14.5897,121.0058
1897,14.5833,120.9833
1898,14.58333,120.98333
1899,14.66444,120.95528
1900,14.65,120.95
1901,14.38333,121.05
1902,14.63333,120.96667
1903,14.6409,121.0107
1904,14.55833,121.0675
1905,14.6042,120.9822
1906,14.5832,121.0409
1907,14.65001,120.94795
1908,14.55027,121.03269
1909,14.65,120.95
1910,14.58333,120.98333
1911,14.6884,120.9401
1912,14.6323,120.9662
1913,14.6,120.96667
1914,14.3751,121.2414
1915,14.63333,120.96667
1916,14.67528,120.96806
1917,14.53121,121.00876
1918,14.66,121.1048
1919,14.6347,121.016
1920,14.6327,121.0124
1921,14.5978,121.0382
1922,14.58691,121.0614
1923,14.57775,121.04599
1924,14.77285,120.5499
1925,14.51745,120.96892
1926,6.46259,-10.67287
1927,6.41667,-10.76667
1928,6.87064,-10.8211
1929,6.31667,-10.8
1930,6.50434,-10.92572
1931,6.28333,-10.71667
1932,6.30417,-10.7025
1933,6.36667,-10.76667
1934,6.49058,-10.65003
1935,6.5,-10.56667
1936,6.30054,-10.7969
1937,6.47009,-10.6786
1938,6.63386,-10.70001
1939,6.87072,-11.17739
1940,6.88225,-11.06463
1941,6.53104,-10.35368
1942,6.3544,-10.69952
1943,7.07751,-11.2701
1944,7.13333,-11.05
1945,6.33697,-10.74083
1946,6.42288,-10.72706
1947,6.35718,-10.78543
1948,6.42265,-10.78487
1949,6.90428,-10.76338
1950,6.73333,-10.81667
1951,6.89417,-10.82861
1952,6.55753,-10.50346
1953,6.38333,-10.61667
1954,6.51194,-10.67667
1955,6.39571,-10.73632
1956,6.55,-10.31667
1957,7.36667,-10.31667
1958,6.31418,-10.73356
1959,6.27622,-10.73326
1960,6.36157,-10.78808
1961,6.32054,-10.73051
1962,6.74659,-11.36558
1963,6.30515,-10.7322
1964,13.47967,-86.49075
1965,12.96374,-86.81105
1966,13.56092,-86.49283
1967,13.51509,-86.27197
1968,12.6059,-86.84226
1969,12.62094,-86.80842
1970,13.52959,-86.63776
1971,12.96022,-86.97441
1972,13.18155,-86.90106
1973,13.27363,-86.87835
1974,12.93447,-86.34717
1975,13.4077,-86.64583
1976,13.52646,-86.13856
1977,13.19161,-86.57746
1978,13.26531,-86.67998
1979,13.21187,-86.77107
1980,12.55,-86.75
1981,12.53061,-86.9087
1982,12.88231,-87.22727
1983,13.3503,-86.51793
1984,12.58917,-86.95592
1985,13.4615,-86.39344
1986,12.20028,-86.62465
1987,13.5,-86.41667
1988,13.01784,-86.1997
1989,13.34152,-86.62007
1990,12.65669,-86.61112
1991,12.43659,-86.63037
1992,13.13174,-86.3432
1993,13.16667,-86.33333
1994,12.79978,-87.39101
1995,12.55286,-87.18634
1996,12.53193,-87.22489
1997,13.34131,-86.35308
1998,13.2146,-86.85513
1999,12.72122,-87.04373
2000,12.83333,-87.08333
2002,25.05,88.69
2003,24.8,88.9
2004,24.83,88.55
2005,24.62,88.53
2006,25.28,89.77
2007,25.09,89.78
2008,25.59,89.68
2009,25,88.52
2010,24.19,88.95
2011,24.45,88.98
2012,21.62,91.93
2013,26.03,88.99
2014,24.89,89.73
2015,22.11,90.24
2016,22.57,89.22
2017,22.15,90.12
2018,22.75,89.68
2019,22.16865,90.41439
2020,24.5,88.43
2021,25.09,90.35
2022,21.92,90.22
2023,22.48,89.83
2024,22.81,89.63
2025,25.69,89.68
2026,24.96,89.83
2027,,
2028,22.28333,90.59
2029,22.09522,89.81304
2030,24.95606,90.36684
2031,23.1,89.13333
2032,23.41333,89.13333
2033,22.74167,89.51667
2034,22.57167,89.51167
2035,22.90833,89.53333
2036,22.33,89.10333
2037,23.61195,88.78084
2038,,
2039,25.91167,89.025
2040,22.51409,91.45491
2041,23.61352,90.50298
2042,22.82257,90.52859
2043,22.59977,90.74142
2044,23.4674,90.59739
2045,24.67582,90.8004
2046,24.36667,88.56667
2047,22.86712,90.76286
2048,24.8,87.96667
2049,23.81555,90.01974
2050,22.82745,89.9019
2051,24.21576,91.04046
2052,22.92342,90.54263
2053,25.05901,88.75233
2054,23.63035,90.45405
2055,21.97625,90.00094
2056,23.78333,90.41667
2057,22.84806,89.55758
2058,22.7475,90.44091
2059,24.04016,91.0117
2060,23.91642,90.74279
2061,23.64212,90.52426
2062,22.70497,90.37013
2063,23.5517,90.53459
2064,23.83333,90.25
2065,22.91667,91.5
2066,22.6,90.2
2067,22.71083,91.69778
2068,22.41806,91.5025
2069,21.94997,92.14226
2070,21.73198,92.00231
2071,22.49447,90.76286
2072,22.34799,90.81797
2073,26.03746,88.32399
2074,23.66,90.79
2075,23.21,90.35
2076,23.77566,90.80029
2077,-3.54912,-41.13818
2078,-5.90848,-40.27279
2079,-6.25405,-40.60876
2080,-5.47187,-40.32314
2081,-5.25084,-40.74335
2082,-5,-39.5
2083,-9.66667,-38.66667
2084,-5.85,-39.88333
2085,-6.58896,-40.23948
2086,-22,-49
2087,-12,-42
2088,-13.07059,-39.82099
2089,-12.7698,-40.18337
2090,-5.58278,-40.74014
2091,-5.88995,-40.72808
2092,-9.87981,-39.14723
2093,-13.79599,-41.05002
2094,-9.13458,-39.66849
2095,-12.27411,-39.91639
2096,-12.45097,-40.20305
2097,-12.62835,-39.68234
2098,-13.92298,-40.08374
2099,-9.92088,-38.72629
2100,-9.39679,-40.23381
2101,-13.62029,-40.20444
2102,-13.37125,-40.23004
2103,-13.65007,-40.61986
2104,-13.04028,-40.00784
2105,-13.27349,-40.22316
2106,-12.50087,-39.50915
2107,-9.67904,-38.11371
2108,-12.6712,-39.55082
2109,-9.11097,-38.40655
2110,-12.95591,-39.81783
2111,-3.32893,-40.96369
2112,-9.28091,-38.91463
2113,-9.55234,-38.16905
2114,38.58333,68.16667
2115,38.25,69
2116,38.41667,71.75
2117,39.95,68.95
2118,38.08333,69.58333
2119,37.66667,72
2120,38,72
2121,39.32276,67.83076
2122,38.41667,68.83333
2123,38.08333,70
2124,37.755,68.62
2125,37.91667,69.75
2126,38.8,69.94
2127,38.35,69.96667
2128,38.58333,71
2129,36.83333,71.75
2130,38.13333,68.66667
2131,39.25,70.33333
2132,39.66667,69
2133,,
2134,39.25,71.16667
2135,38.53575,68.77905
2136,38,69.25
2137,39.18758,68.77032
2138,40.18194,68.90756
2139,40.33333,69.91667
2140,40.12,70.54
2141,40.83333,70.5
2142,39.2,70.8
2143,39.4,69.8
2145,38.75,69.77
2146,38.75,68.75
2147,38.84,71
2148,37.8,70
2149,39.65,68.78
2150,37.1,72
2151,48.16667,27.25
2152,47.33333,27.91667
2153,47.58333,28.5
2154,45.91667,28.58333
2155,46.5,29.66667
2156,47.16667,28.58333
2157,48.16667,28.25
2158,47.92778,27.53509
2159,47.66667,28.83333
2160,47.41667,28.83333
2161,48.41667,27.5
2162,46.91667,29.25
2163,47.08333,28.16667
2164,46.5,28.41667
2165,47.66667,28.16667
2166,47.15861,29.03065
2167,47,28.83333
2168,46.61884,29.3135
2169,46.25,28.33333
2170,47.29365,28.30836
2171,45.83333,28.33333
2172,46.94346,28.78233
2173,47.75,27.5
2174,47.87398,28.37775
2175,47.58333,27.75
2176,47.25,29.11667
2177,48.08333,27.83333
2178,48.2677,27.68616
2179,46.58333,28.83333
2180,48.25,27
2181,46.41667,28.91667
2182,47.76314,27.92932
2183,46.83333,28.41667
2184,47.83333,28.66667
2185,46.16667,28.66667
2186,47.33333,29.25
2187,46.83333,29.45
2188,13.47967,-86.49075
2189,12.96374,-86.81105
2190,13.56092,-86.49283
2191,13.51509,-86.27197
2192,12.62094,-86.80842
2193,13.52959,-86.63776
2194,12.96022,-86.97441
2195,13.18155,-86.90106
2196,13.27363,-86.87835
2197,12.93447,-86.34717
2198,13.4077,-86.64583
2199,13.52646,-86.13856
2200,13.19161,-86.57746
2201,13.26531,-86.67998
2202,13.21187,-86.77107
2203,12.53061,-86.9087
2204,12.88231,-87.22727
2205,13.3503,-86.51793
2206,12.58917,-86.95592
2207,13.4615,-86.39344
2208,12.20028,-86.62465
2209,13.01784,-86.1997
2210,13.34152,-86.62007
2211,12.65669,-86.61112
2212,12.43659,-86.63037
2213,13.13174,-86.3432
2214,12.79978,-87.39101
2215,12.53193,-87.22489
2216,13.34131,-86.35308
2217,13.2146,-86.85513
2218,12.72122,-87.04373
2219,12.5456,-87.04175
2220,14,-84.25
2221,11.84585,-84.14978
2222,13.44305,-85.14404
2223,,
2224,7.2,38.6
2225,9.56667,37.1
2226,8.3,35.58333
2227,11.23333,39.06667
2228,7.67344,36.83441
2229,9.83333,36.3
2230,9.31387,42.11815
2231,8.3443,36.08654
2232,12.6,37.46667
2233,8.56667,39.33333
2234,9.9,37.45
2235,9.59306,41.86611
2236,11.18333,39.15
2237,10.25,37.66667
2238,9.13333,37.05
2239,11.59364,37.39077
2240,12.55,37.42556
2241,12.55,37.06667
2242,7.06205,38.47635
2243,14.277,39.462
2244,10.70587,39.55201
2245,9,38.75
2246,11.5,38.5
2247,9.25,42.16667
2248,8,39
2249,14.16667,38.83333
2250,11.41667,37.16667
2251,,
2252,9,37.75
2253,9.5,37.58333
2254,11.25,37.16667
2255,11.41667,36.66667
2256,11.8385,38.09954
2257,6.86,37.76159
2258,11.16667,39.33333
2259,9.66667,37.33333
2260,42.15609,22.09209
2261,42.21472,21.70833
2262,42.1553,22.03407
2263,41.99646,21.43141
2264,42.16639,22.20333
2265,41.30528,21.25472
2266,42.20833,22.18722
2267,42.14689,22.17881
2268,42.15634,22.24714
2269,42.10861,22.03806
2270,41.84194,22.24972
